Lp;Time;Alligator;Sila bykow;Sila niedzwiedzi;CCI;Demarker;RSI;Oscylator Stochastyczny;Williams;Klasa
297;2012.8.17.23;0.0025;0.00025;0.00025;-7.5;0.355;49;71;-53;WAIT
298;2012.8.20.0;0.0025;0.00025;0.00075;22.5;0.375;51;69;-47;WAIT
299;2012.8.20.1;0.0015;-0.00025;0.00075;12.5;0.315;49;63;-49;WAIT
300;2012.8.20.2;0.0015;-0.00075;-0.00025;-2.5;0.335;47;57;-45;WAIT
301;2012.8.20.3;0;-0.00125;-0.00025;-7.5;0.375;47;43;-47;WAIT
302;2012.8.20.4;0;-0.00075;0.00075;52.5;0.465;51;45;-39;WAIT
303;2012.8.20.5;0;-0.00025;0.00075;62.5;0.515;49;53;-23;WAIT
304;2012.8.20.6;0;-0.00025;0.00025;37.5;0.735;49;63;-27;WAIT
305;2012.8.20.7;0;-0.00075;0.00025;32.5;0.725;51;65;-33;WAIT
306;2012.8.20.8;0;-0.00025;0.00225;262.5;0.785;61;79;-7;WAIT
307;2012.8.20.9;0;0.00075;0.00325;247.5;0.805;59;77;-27;WAIT
308;2012.8.20.10;0;0.00075;0.00175;147.5;0.805;57;71;-35;SELL
309;2012.8.20.11;0;-0.00075;0.00275;87.5;0.655;53;55;-53;SELL
310;2012.8.20.12;0;-0.00225;0.00075;-82.5;0.525;43;35;-87;SELL
311;2012.8.20.13;0;-0.00375;-0.00125;-187.5;0.445;37;19;-87;WAIT
312;2012.8.20.14;0.0015;-0.00325;-0.00175;-172.5;0.415;39;15;-83;BUY
313;2012.8.20.15;0.0015;-0.00275;-0.00025;-102.5;0.495;43;21;-73;BUY
314;2012.8.20.16;0;-0.00175;0.00125;2.5;0.575;53;41;-37;WAIT
315;2012.8.20.17;0.0015;0.00025;0.00175;52.5;0.605;55;65;-35;WAIT
316;2012.8.20.18;0.0015;0.00075;0.00125;37.5;0.575;53;89;-39;WAIT
317;2012.8.20.19;0.0015;0.00075;0.00125;42.5;0.585;53;87;-37;WAIT
318;2012.8.20.20;0.0015;0.00025;0.00125;47.5;0.595;57;89;-29;WAIT
319;2012.8.20.21;0.0015;0.00075;0.00125;52.5;0.605;57;89;-27;WAIT
320;2012.8.20.22;0;0.00025;0.00125;42.5;0.505;55;85;-33;WAIT
321;2012.8.20.23;0;0.00025;0.00075;52.5;0.465;55;67;-29;WAIT
322;2012.8.21.0;0;0.00025;0.00125;72.5;0.485;57;67;-23;WAIT
323;2012.8.21.1;0.0015;0.00075;0.00125;82.5;0.535;57;73;-7;WAIT
324;2012.8.21.2;0.0015;0.00075;0.00125;72.5;0.675;57;77;-7;WAIT
325;2012.8.21.3;0.0015;0.00025;0.00125;87.5;0.885;61;79;-1;WAIT
326;2012.8.21.4;0.0015;0.00075;0.00125;107.5;0.895;59;85;-3;WAIT
327;2012.8.21.5;0.0015;0.00025;0.00075;92.5;0.855;57;81;-11;WAIT
328;2012.8.21.6;0.0015;0.00025;0.00125;122.5;0.755;61;83;-1;WAIT
329;2012.8.21.7;0.0015;0.00025;0.00125;112.5;0.705;59;81;-13;BUY
330;2012.8.21.8;0.0015;0.00025;0.00275;207.5;0.825;63;69;-37;BUY
331;2012.8.21.9;0.0015;-0.00025;0.00575;322.5;0.895;77;73;-17;BUY
332;2012.8.21.10;0.0015;0.00325;0.00525;257.5;0.905;77;77;-13;WAIT
333;2012.8.21.11;0.0025;0.00325;0.00425;172.5;0.905;77;83;-13;WAIT
334;2012.8.21.12;0.0025;0.00275;0.00475;152.5;0.925;81;87;-7;BUY
335;2012.8.21.13;0.0035;0.00275;0.00425;122.5;0.925;81;91;-1;BUY
336;2012.8.21.14;0.0045;0.00225;0.00675;147.5;0.945;87;93;-7;BUY
337;2012.8.21.15;0.0055;0.00475;0.00675;147.5;0.955;87;93;-3;WAIT
338;2012.8.21.16;0.0065;0.00425;0.00625;137.5;0.965;89;93;-1;WAIT
339;2012.8.21.17;0.0075;0.00425;0.00625;122.5;0.985;83;91;-11;WAIT
340;2012.8.21.18;0.0085;0.00325;0.00425;102.5;0.965;83;87;-7;WAIT
341;2012.8.21.19;0.0095;0.00325;0.00425;92.5;0.975;83;79;-7;WAIT
342;2012.8.21.20;0.0105;0.00225;0.00325;67.5;0.935;75;67;-15;WAIT
343;2012.8.21.21;0.0115;0.00125;0.00225;47.5;0.885;73;39;-19;WAIT
344;2012.8.21.22;0.0115;0.00125;0.00225;52.5;0.875;75;33;-11;WAIT
345;2012.8.21.23;0.0115;0.00175;0.00225;52.5;0.825;75;45;-19;WAIT
346;2012.8.22.0;0.0115;0.00075;0.00175;37.5;0.795;75;59;-21;WAIT
347;2012.8.22.1;0.0105;0.00025;0.00175;47.5;0.795;75;69;-13;WAIT
348;2012.8.22.2;0.0095;0.00025;0.00175;42.5;0.775;73;75;-19;WAIT
349;2012.8.22.3;0.0095;0.00025;0.00125;-22.5;0.765;67;63;-33;WAIT
350;2012.8.22.4;0.0085;-0.00025;0.00075;-127.5;0.585;67;37;-69;WAIT
351;2012.8.22.5;0.0085;-0.00025;0.00075;-137.5;0.535;63;17;-87;WAIT
352;2012.8.22.6;0.0075;-0.00025;0.00075;-52.5;0.495;67;31;-59;WAIT
353;2012.8.22.7;0.0075;-0.00025;0.00075;-102.5;0.425;61;25;-87;WAIT
354;2012.8.22.8;0.0065;-0.00075;0.00025;-117.5;0.405;63;43;-65;WAIT
355;2012.8.22.9;0.0065;-0.00125;0.00025;-147.5;0.295;59;43;-61;WAIT
356;2012.8.22.10;0.0055;-0.00075;0.00125;72.5;0.485;67;73;-7;WAIT
357;2012.8.22.11;0.0055;-0.00025;0.00125;37.5;0.565;61;71;-37;WAIT
358;2012.8.22.12;0.0045;-0.00075;0.00125;-82.5;0.415;53;59;-79;WAIT
359;2012.8.22.13;0.0045;-0.00175;-0.00075;-197.5;0.355;51;35;-75;WAIT
360;2012.8.22.14;0.0035;-0.00275;0.00025;-207.5;0.365;47;23;-75;WAIT
361;2012.8.22.15;0.0035;-0.00275;0.00225;32.5;0.475;61;51;-9;WAIT
362;2012.8.22.16;0.0035;-0.00025;0.00225;102.5;0.485;55;61;-33;WAIT
363;2012.8.22.17;0.0025;-0.00075;0.00225;107.5;0.475;57;77;-27;WAIT
364;2012.8.22.18;0.0025;-0.00025;0.00125;62.5;0.495;55;69;-35;BUY
365;2012.8.22.19;0.0025;-0.00025;0.00075;67.5;0.495;57;71;-25;BUY
366;2012.8.22.20;0.0025;-0.00025;0.00625;327.5;0.685;71;77;-9;BUY
367;2012.8.22.21;0.0025;0.00325;0.00525;257.5;0.695;69;81;-15;WAIT
368;2012.8.22.22;0.0025;0.00275;0.00425;172.5;0.715;71;87;-7;WAIT
369;2012.8.22.23;0.0035;0.00275;0.00375;137.5;0.755;71;87;-7;WAIT
370;2012.8.23.0;0.0045;0.00225;0.00375;112.5;0.735;71;91;-3;WAIT
371;2012.8.23.1;0.0055;0.00275;0.00375;102.5;0.745;71;87;-9;WAIT
372;2012.8.23.2;0.0065;0.00175;0.00275;77.5;0.765;71;81;-9;WAIT
373;2012.8.23.3;0.0075;0.00175;0.00375;87.5;0.845;73;69;-7;WAIT
374;2012.8.23.4;0.0075;0.00125;0.00275;72.5;0.895;71;63;-11;WAIT
375;2012.8.23.5;0.0075;0.00175;0.00275;82.5;0.875;73;67;-7;WAIT
376;2012.8.23.6;0.0085;0.00125;0.00275;72.5;0.875;67;61;-15;WAIT
377;2012.8.23.7;0.0075;0.00075;0.00225;52.5;0.885;65;49;-21;WAIT
378;2012.8.23.8;0.0075;-0.00025;0.00325;107.5;0.865;71;59;0;WAIT
379;2012.8.23.9;0.0075;0.00175;0.00375;177.5;0.875;69;65;-15;WAIT
380;2012.8.23.10;0.0075;0.00025;0.00275;82.5;0.645;63;65;-45;WAIT
381;2012.8.23.11;0.0075;0.00025;0.00225;102.5;0.645;67;57;-23;WAIT
382;2012.8.23.12;0.0075;0.00075;0.00225;97.5;0.645;65;55;-39;WAIT
383;2012.8.23.13;0.0075;-0.00025;0.00175;22.5;0.575;59;51;-57;WAIT
384;2012.8.23.14;0.0075;0.00025;0.00275;82.5;0.615;61;39;-47;BUY
385;2012.8.23.15;0.0065;-0.00075;0.00075;-27.5;0.545;59;27;-61;BUY
386;2012.8.23.16;0.0065;-0.00125;0.00375;192.5;0.685;69;57;-5;BUY
387;2012.8.23.17;0.0065;0.00225;0.00375;222.5;0.645;69;73;-11;WAIT
388;2012.8.23.18;0.0055;0.00175;0.00275;152.5;0.655;65;85;-21;WAIT
389;2012.8.23.19;0.0055;0.00025;0.00225;72.5;0.595;61;73;-39;WAIT
390;2012.8.23.20;0.0055;0.00025;0.00125;47.5;0.585;61;61;-41;WAIT
391;2012.8.23.21;0.0055;0.00025;0.00075;17.5;0.585;59;43;-47;WAIT
392;2012.8.23.22;0.0065;-0.00025;0.00025;12.5;0.565;59;31;-51;WAIT
393;2012.8.23.23;0.0065;0.00025;0.00075;22.5;0.515;59;15;-47;WAIT
394;2012.8.24.0;0.0055;-0.00025;0.00075;2.5;0.615;57;15;-57;WAIT
395;2012.8.24.1;0.0055;-0.00025;0.00025;-27.5;0.595;57;21;-55;WAIT
396;2012.8.24.2;0.0045;-0.00075;0.00025;-42.5;0.575;55;17;-63;WAIT
397;2012.8.24.3;0.0045;-0.00075;0.00075;-37.5;0.645;57;31;-55;WAIT
398;2012.8.24.4;0.0035;-0.00025;0.00025;-32.5;0.585;57;39;-53;WAIT
399;2012.8.24.5;0.0035;-0.00025;0.00025;-52.5;0.645;57;53;-53;WAIT
400;2012.8.24.6;0.0035;-0.00075;0.00025;-97.5;0.275;53;45;-91;WAIT
401;2012.8.24.7;0.0025;-0.00075;0.00025;-52.5;0.275;57;51;-67;WAIT
402;2012.8.24.8;0.0025;-0.00175;0.00025;-232.5;0.215;49;41;-77;WAIT
403;2012.8.24.9;0.0025;-0.00275;-0.00075;-312.5;0.215;41;33;-85;WAIT
404;2012.8.24.10;0.0025;-0.00175;-0.00025;-147.5;0.275;49;35;-53;WAIT
405;2012.8.24.11;0.0015;-0.00175;0.00025;-137.5;0.285;43;31;-81;SELL
406;2012.8.24.12;0.0015;-0.00325;-0.00075;-187.5;0.225;39;31;-81;SELL
407;2012.8.24.13;0;-0.00425;-0.00175;-207.5;0.165;35;19;-87;WAIT
408;2012.8.24.14;0;-0.00525;-0.00125;-187.5;0.125;31;19;-83;WAIT
409;2012.8.24.15;0;-0.00425;-0.00225;-147.5;0.125;33;21;-77;BUY
410;2012.8.24.16;0.0015;-0.00275;-0.00025;-82.5;0.235;41;33;-61;BUY
411;2012.8.24.17;0.0025;-0.00125;0.00325;2.5;0.425;49;51;-39;WAIT
412;2012.8.24.18;0.0035;-0.00025;0.00075;2.5;0.425;49;65;-35;WAIT
413;2012.8.24.19;0.0035;0.00025;0.00075;12.5;0.425;49;65;-35;WAIT
414;2012.8.24.20;0.0035;-0.00125;0.00075;-27.5;0.395;43;55;-57;WAIT
415;2012.8.24.21;0.0035;-0.00175;-0.00075;-57.5;0.375;41;35;-63;WAIT
416;2012.8.24.22;0.0025;-0.00175;-0.00075;-62.5;0.405;41;17;-63;WAIT
417;2012.8.24.23;0.0015;-0.00125;-0.00125;-52.5;0.435;41;9;-63;WAIT
418;2012.8.27.0;0.0015;-0.00125;-0.00025;-17.5;0.445;45;25;-53;WAIT
419;2012.8.27.1;0.0015;-0.00175;0.00025;-47.5;0.445;39;23;-71;WAIT
420;2012.8.27.2;0.0025;-0.00125;-0.00025;-47.5;0.495;43;29;-65;WAIT
421;2012.8.27.3;0.0025;-0.00175;-0.00025;-62.5;0.555;41;25;-69;WAIT
422;2012.8.27.4;0.0025;-0.00125;-0.00075;-72.5;0.635;43;37;-71;WAIT
423;2012.8.27.5;0.0025;-0.00075;-0.00025;-62.5;0.635;43;41;-81;WAIT
424;2012.8.27.6;0.0025;-0.00075;-0.00025;-57.5;0.565;43;49;-83;WAIT
425;2012.8.27.7;0.0025;-0.00125;-0.00025;-97.5;0.215;39;47;-85;WAIT
426;2012.8.27.8;0.0025;-0.00175;-0.00025;-147.5;0.195;35;33;-99;WAIT
427;2012.8.27.9;0.0025;-0.00225;0.00075;-37.5;0.285;49;51;-47;WAIT
428;2012.8.27.10;0.0025;0.00025;0.00225;222.5;0.505;51;65;-27;WAIT
429;2012.8.27.11;0.0025;0.00025;0.00125;122.5;0.515;47;71;-47;WAIT
430;2012.8.27.12;0.0025;-0.00025;0.00175;152.5;0.575;53;71;-15;WAIT
431;2012.8.27.13;0.0025;0.00025;0.00125;112.5;0.575;51;69;-33;WAIT
432;2012.8.27.14;0.0015;0.00025;0.00175;132.5;0.565;53;73;-19;WAIT
433;2012.8.27.15;0.0015;-0.00075;0.00125;42.5;0.525;47;51;-47;WAIT
434;2012.8.27.16;0;-0.00075;0.00075;22.5;0.525;49;31;-43;WAIT
435;2012.8.27.17;0;-0.00025;0.00075;17.5;0.565;47;15;-47;WAIT
436;2012.8.27.18;0;-0.00025;0.00025;-7.5;0.555;47;15;-49;WAIT
437;2012.8.27.19;0;-0.00075;0.00025;-27.5;0.545;47;11;-51;WAIT
438;2012.8.27.20;0;-0.00125;0.00025;-92.5;0.475;43;9;-71;WAIT
439;2012.8.27.21;0;-0.00175;-0.00075;-147.5;0.505;39;9;-81;WAIT
440;2012.8.27.22;0;-0.00125;-0.00075;-157.5;0.535;41;9;-81;WAIT
441;2012.8.27.23;0;-0.00125;-0.00075;-137.5;0.495;39;9;-95;WAIT
442;2012.8.28.0;0.0015;-0.00075;-0.00025;-82.5;0.365;43;19;-83;WAIT
443;2012.8.28.1;0.0015;-0.00075;-0.00025;-67.5;0.375;43;29;-87;WAIT
444;2012.8.28.2;0.0015;-0.00175;0.00025;-132.5;0.225;35;23;0;WAIT
445;2012.8.28.3;0.0015;-0.00325;-0.00125;-197.5;0.175;31;19;-87;WAIT
446;2012.8.28.4;0.0025;-0.00225;-0.00175;-152.5;0.095;35;23;-79;WAIT
447;2012.8.28.5;0.0025;-0.00175;-0.00125;-117.5;0.145;35;31;-73;WAIT
448;2012.8.28.6;0.0025;-0.00175;-0.00025;-82.5;0.225;39;41;-67;WAIT
449;2012.8.28.7;0.0025;-0.00125;0.00025;-32.5;0.295;45;57;-49;WAIT
450;2012.8.28.8;0.0035;-0.00125;0.00025;-52.5;0.285;39;63;-67;BUY
451;2012.8.28.9;0.0035;-0.00175;0.00175;47.5;0.415;53;79;-17;BUY
452;2012.8.28.10;0.0035;0.00025;0.00325;197.5;0.575;63;83;-3;BUY
453;2012.8.28.11;0.0035;0.00275;0.00575;247.5;0.685;67;89;-15;WAIT
454;2012.8.28.12;0.0025;0.00325;0.00475;182.5;0.685;65;85;-19;WAIT
455;2012.8.28.13;0.0015;0.00175;0.00325;127.5;0.655;65;81;-15;WAIT
456;2012.8.28.14;0.0015;0.00175;0.00375;107.5;0.675;65;79;-17;WAIT
457;2012.8.28.15;0.0015;0.00175;0.00475;102.5;0.695;67;71;-21;WAIT
458;2012.8.28.16;0.0025;0.00175;0.00375;97.5;0.785;71;67;-5;WAIT
459;2012.8.28.17;0.0035;0.00225;0.00425;97.5;0.915;69;67;-11;WAIT
460;2012.8.28.18;0.0045;0.00175;0.00275;87.5;0.915;71;79;-5;WAIT
461;2012.8.28.19;0.0045;0.00225;0.00325;87.5;0.915;69;77;-9;WAIT
462;2012.8.28.20;0.0045;0.00175;0.00225;67.5;0.875;65;73;-15;WAIT
463;2012.8.28.21;0.0055;0.00125;0.00175;67.5;0.865;67;61;-9;WAIT
464;2012.8.28.22;0.0055;0.00125;0.00175;67.5;0.885;65;45;-11;WAIT
465;2012.8.28.23;0.0055;0.00075;0.00125;52.5;0.865;65;35;-17;WAIT
466;2012.8.29.0;0.0055;0.00075;0.00125;42.5;0.825;65;31;-25;WAIT
467;2012.8.29.1;0.0055;0.00075;0.00125;67.5;0.745;67;51;-13;WAIT
468;2012.8.29.2;0.0055;0.00025;0.00125;12.5;0.685;59;49;-39;WAIT
469;2012.8.29.3;0.0045;-0.00025;0.00075;-82.5;0.685;57;39;-51;WAIT
470;2012.8.29.4;0.0045;-0.00025;0.00025;-112.5;0.615;57;21;-53;WAIT
471;2012.8.29.5;0.0045;-0.00025;0.00025;-152.5;0.455;57;21;-73;WAIT
472;2012.8.29.6;0.0045;-0.00025;0.00025;-122.5;0.455;57;23;-79;WAIT
473;2012.8.29.7;0.0035;-0.00025;0.00075;-47.5;0.465;57;25;-77;WAIT
474;2012.8.29.8;0.0035;-0.00075;0.00075;-97.5;0.395;55;31;-79;WAIT
475;2012.8.29.9;0.0025;-0.00225;0.00025;-237.5;0.225;43;25;-83;WAIT
476;2012.8.29.10;0.0025;-0.00175;0.00175;-47.5;0.425;55;41;-33;WAIT
477;2012.8.29.11;0.0025;0.00025;0.00175;37.5;0.455;55;51;-37;WAIT
478;2012.8.29.12;0.0015;-0.00025;0.00075;-12.5;0.445;55;65;-39;WAIT
479;2012.8.29.13;0.0015;-0.00175;0.00075;-152.5;0.355;47;53;-67;WAIT
480;2012.8.29.14;0.0015;-0.00125;0.00125;-77.5;0.385;51;45;-55;WAIT
481;2012.8.29.15;0.0015;-0.00225;0.00075;-197.5;0.315;41;25;-93;WAIT
482;2012.8.29.16;0.0015;-0.00275;-0.00125;-212.5;0.305;39;19;-87;WAIT
483;2012.8.29.17;0.0015;-0.00175;0.00025;-102.5;0.405;45;21;-67;WAIT
484;2012.8.29.18;0;-0.00175;-0.00025;-117.5;0.405;41;25;-85;WAIT
485;2012.8.29.19;0;-0.00175;-0.00075;-107.5;0.405;43;29;-77;WAIT
486;2012.8.29.20;0;-0.00125;-0.00075;-97.5;0.395;41;25;-85;WAIT
487;2012.8.29.21;0;-0.00125;-0.00075;-82.5;0.355;43;27;-79;WAIT
488;2012.8.29.22;0.0015;-0.00125;-0.00075;-72.5;0.375;43;27;-79;WAIT
489;2012.8.29.23;0.0015;-0.00075;-0.00025;-52.5;0.475;45;35;-77;WAIT
490;2012.8.30.0;0.0015;-0.00075;0.00025;-37.5;0.375;45;55;-73;WAIT
491;2012.8.30.1;0.0015;-0.00125;-0.00025;-47.5;0.335;45;65;-75;WAIT
492;2012.8.30.2;0.0015;-0.00125;0.00025;-57.5;0.335;43;55;-77;WAIT
493;2012.8.30.3;0.0015;-0.00075;0.00025;22.5;0.485;49;61;-63;WAIT
494;2012.8.30.4;0.0015;-0.00025;0.00025;97.5;0.455;49;71;-57;WAIT
495;2012.8.30.5;0.0015;0.00025;0.00075;147.5;0.605;51;83;-35;WAIT
496;2012.8.30.6;0.0015;0.00025;0.00025;102.5;0.755;49;79;-51;WAIT
497;2012.8.30.7;0.0015;-0.00025;0.00225;262.5;0.775;61;79;-19;WAIT
498;2012.8.30.8;0.0015;0.00075;0.00175;192.5;0.785;57;69;-31;WAIT
499;2012.8.30.9;0;-0.00025;0.00125;127.5;0.685;59;69;-23;WAIT
500;2012.8.30.10;0;0.00025;0.00175;127.5;0.725;57;61;-29;WAIT
501;2012.8.30.11;0;0.00075;0.00225;132.5;0.755;59;63;-29;WAIT
502;2012.8.30.12;0;-0.00075;0.00125;32.5;0.615;49;47;-55;WAIT
503;2012.8.30.13;0;-0.00025;0.00075;27.5;0.605;51;35;-51;WAIT
504;2012.8.30.14;0;-0.00075;0.00125;47.5;0.605;53;27;-43;SELL
505;2012.8.30.15;0;-0.00075;0.00125;47.5;0.635;55;37;-35;SELL
506;2012.8.30.16;0;-0.00475;0.00225;-242.5;0.395;31;27;-87;SELL
507;2012.8.30.17;0;-0.00375;-0.00275;-252.5;0.375;31;19;-87;WAIT
508;2012.8.30.18;0;-0.00375;-0.00225;-182.5;0.365;33;17;-81;WAIT
509;2012.8.30.19;0;-0.00325;-0.00225;-137.5;0.355;31;17;-87;WAIT
510;2012.8.30.20;0.0015;-0.00225;-0.00125;-92.5;0.385;37;21;-75;WAIT
511;2012.8.30.21;0.0015;-0.00125;-0.00025;-62.5;0.315;39;27;-73;WAIT
512;2012.8.30.22;0.0025;-0.00125;-0.00075;-62.5;0.305;37;41;-75;WAIT
513;2012.8.30.23;0.0035;-0.00125;-0.00075;-52.5;0.335;37;63;-77;WAIT
514;2012.8.31.0;0.0035;-0.00125;-0.00075;-47.5;0.295;41;61;-71;WAIT
515;2012.8.31.1;0.0035;-0.00075;-0.00025;-32.5;0.275;39;59;-71;WAIT
516;2012.8.31.2;0.0035;-0.00075;0.00025;-12.5;0.345;45;69;-63;WAIT
517;2012.8.31.3;0.0035;-0.00025;0.00075;22.5;0.375;45;77;-61;WAIT
518;2012.8.31.4;0.0035;-0.00025;0.00025;42.5;0.325;45;85;-61;WAIT
519;2012.8.31.5;0.0025;-0.00025;0.00025;112.5;0.335;47;81;-59;WAIT
520;2012.8.31.6;0.0025;-0.00025;0.00025;92.5;0.735;45;73;-21;WAIT
521;2012.8.31.7;0.0025;-0.00175;0.00025;-52.5;0.505;37;49;-63;WAIT
522;2012.8.31.8;0.0015;-0.00175;0.00025;-57.5;0.495;43;45;-43;BUY
523;2012.8.31.9;0.0015;-0.00125;0.00025;7.5;0.525;45;51;-27;BUY
524;2012.8.31.10;0.0015;-0.00075;0.00275;277.5;0.665;65;83;0;BUY
525;2012.8.31.11;0.0015;0.00225;0.00575;327.5;0.755;71;87;-17;BUY
526;2012.8.31.12;0.0015;0.00275;0.00625;232.5;0.795;75;89;-11;BUY
527;2012.8.31.13;0.0015;0.00325;0.00525;177.5;0.795;77;91;-1;WAIT
528;2012.8.31.14;0.0015;0.00375;0.00775;172.5;0.855;79;91;-13;WAIT
529;2012.8.31.15;0.0015;0.00325;0.00625;127.5;0.855;73;85;-21;SELL
530;2012.8.31.16;0.0025;0.00025;0.00725;97.5;0.735;75;73;-23;SELL
531;2012.8.31.17;0.0055;0.00125;0.00425;62.5;0.725;61;49;-41;SELL
532;2012.8.31.18;0.0065;-0.00075;0.00125;22.5;0.655;57;29;-47;WAIT
533;2012.8.31.19;0.0075;-0.00075;0.00075;17.5;0.655;57;15;-49;WAIT
534;2012.8.31.20;0.0075;-0.00025;0.00125;27.5;0.665;61;17;-39;WAIT
535;2012.8.31.21;0.0075;0.00025;0.00125;22.5;0.725;61;25;-39;WAIT
536;2012.8.31.22;0.0065;0.00025;0.00125;7.5;0.745;57;39;-47;WAIT
537;2012.8.31.23;0.0055;0.00025;0.00075;-12.5;0.735;59;57;-47;WAIT
538;2012.9.3.0;0.0045;0.00025;0.00075;-27.5;0.695;57;67;-67;WAIT
539;2012.9.3.1;0.0045;-0.00025;0.00075;-62.5;0.575;57;59;-81;WAIT
540;2012.9.3.2;0.0035;-0.00125;0.00025;-97.5;0.495;51;25;-95;WAIT
541;2012.9.3.3;0.0035;-0.00075;0.00025;-87.5;0.495;51;17;-91;WAIT
542;2012.9.3.4;0.0035;-0.00075;0.00125;-17.5;0.375;59;39;-71;WAIT
543;2012.9.3.5;0.0035;0.00025;0.00125;-2.5;0.375;55;59;-79;WAIT
544;2012.9.3.6;0.0025;0.00025;0.00075;52.5;0.385;57;83;-57;WAIT
545;2012.9.3.7;0.0025;-0.00025;0.00125;32.5;0.405;53;67;-47;WAIT
546;2012.9.3.8;0.0025;-0.00075;0.00075;-57.5;0.495;51;55;-63;WAIT
547;2012.9.3.9;0.0025;-0.00075;0.00125;-12.5;0.545;53;37;-57;WAIT
548;2012.9.3.10;0.0025;-0.00075;0.00075;-37.5;0.495;51;29;-65;WAIT
549;2012.9.3.11;0.0025;-0.00075;0.00025;-92.5;0.445;51;29;-71;WAIT
550;2012.9.3.12;0.0025;-0.00075;0.00025;-52.5;0.425;53;33;-51;WAIT
551;2012.9.3.13;0.0015;-0.00025;0.00025;-2.5;0.445;53;39;-51;WAIT
552;2012.9.3.14;0.0015;-0.00075;0.00075;-32.5;0.395;51;45;-63;WAIT
553;2012.9.3.15;0.0015;-0.00025;0.00025;-47.5;0.455;53;49;-59;WAIT
554;2012.9.3.16;0.0015;-0.00025;0.00125;122.5;0.645;59;69;-11;WAIT
555;2012.9.3.17;0;0.00075;0.00325;312.5;0.765;65;73;-29;WAIT
556;2012.9.3.18;0;0.00125;0.00175;212.5;0.725;65;75;-27;WAIT
557;2012.9.3.19;0;0.00125;0.00175;157.5;0.735;65;67;-31;WAIT
558;2012.9.3.20;0.0015;0.00125;0.00125;112.5;0.725;65;67;-31;WAIT
559;2012.9.3.21;0.0015;0.00075;0.00125;82.5;0.725;63;59;-35;WAIT
560;2012.9.3.22;0.0025;0.00075;0.00075;62.5;0.815;61;47;-37;WAIT
561;2012.9.3.23;0.0025;0.00025;0.00075;37.5;0.725;57;25;-47;WAIT
562;2012.9.4.0;0.0025;-0.00025;0.00025;27.5;0.715;57;11;-45;WAIT
563;2012.9.4.1;0.0025;-0.00025;0.00025;-2.5;0.725;55;21;-51;WAIT
564;2012.9.4.2;0.0025;-0.00075;0.00075;22.5;0.755;61;49;-37;BUY
565;2012.9.4.3;0.0025;0.00025;0.00225;147.5;0.805;69;75;-9;WAIT
566;2012.9.4.4;0.0025;0.00175;0.00325;217.5;0.855;71;83;-17;WAIT
567;2012.9.4.5;0.0015;0.00175;0.00225;182.5;0.855;71;79;-19;WAIT
568;2012.9.4.6;0.0015;0.00075;0.00225;112.5;0.775;65;71;-39;WAIT
569;2012.9.4.7;0.0025;0.00075;0.00175;97.5;0.675;67;67;-31;WAIT
570;2012.9.4.8;0.0025;0.00025;0.00225;97.5;0.695;69;61;-17;WAIT
571;2012.9.4.9;0.0035;0.00025;0.00175;67.5;0.685;65;55;-25;WAIT
572;2012.9.4.10;0.0035;-0.00075;0.00125;22.5;0.615;57;39;-47;SELL
573;2012.9.4.11;0.0035;-0.00075;0.00075;7.5;0.625;57;31;-45;WAIT
574;2012.9.4.12;0.0035;-0.00175;0.00075;-67.5;0.525;43;17;-91;SELL
575;2012.9.4.13;0.0035;-0.00175;-0.00075;-87.5;0.555;49;19;-73;WAIT
576;2012.9.4.14;0.0035;-0.00275;-0.00025;-152.5;0.465;37;11;-99;SELL
577;2012.9.4.15;0.0025;-0.00325;-0.00175;-162.5;0.455;41;19;-77;WAIT
578;2012.9.4.16;0.0015;-0.00275;0.00025;-127.5;0.495;37;13;-93;WAIT
579;2012.9.4.17;0.0015;-0.00325;-0.00175;-132.5;0.365;39;21;-87;WAIT
580;2012.9.4.18;0;-0.00225;-0.00125;-112.5;0.275;37;15;-91;WAIT
581;2012.9.4.19;0;-0.00175;-0.00125;-97.5;0.275;37;19;-91;WAIT
582;2012.9.4.20;0.0015;-0.00175;0.00025;-62.5;0.385;43;25;-77;WAIT
583;2012.9.4.21;0.0025;-0.00125;-0.00025;-62.5;0.385;39;31;-89;WAIT
584;2012.9.4.22;0.0025;-0.00125;-0.00075;-67.5;0.335;41;39;-85;WAIT
585;2012.9.4.23;0.0025;-0.00075;-0.00025;-52.5;0.355;43;37;-81;SELL
586;2012.9.5.0;0.0025;-0.00125;-0.00025;-57.5;0.385;41;35;-85;SELL
587;2012.9.5.1;0.0025;-0.00425;-0.00025;-217.5;0.275;29;25;-91;WAIT
588;2012.9.5.2;0.0025;-0.00375;-0.00275;-262.5;0.295;29;19;-89;WAIT
589;2012.9.5.3;0.0025;-0.00325;-0.00175;-157.5;0.335;35;23;-77;WAIT
590;2012.9.5.4;0.0025;-0.00175;-0.00125;-102.5;0.405;35;29;-79;WAIT
591;2012.9.5.5;0.0035;-0.00225;-0.00125;-92.5;0.425;33;33;-81;WAIT
592;2012.9.5.6;0.0035;-0.00175;-0.00075;-72.5;0.325;35;39;-75;WAIT
593;2012.9.5.7;0.0045;-0.00225;-0.00125;-82.5;0.315;33;49;-77;WAIT
594;2012.9.5.8;0.0045;-0.00275;-0.00075;-97.5;0.285;29;55;-85;WAIT
